443848018   1022.99   0.15   0.384   16.781   975.239   4.3   30.263   5974  8.28962
443848318   1023.02   0.08   0.388   16.854   975.239   4.3   30.194   5746.65  9.32511
443848474   1023.09   0.109   0.387   16.844   975.239   4.3   30.166   5231.76  15.414
443848662   1023.11   0.11   0.388   16.75   975.239   4.3   30.055   5065.31  9.97189
443848838   1023.08   0.115   0.383   16.812   973.423   4.3   30.086   5176.95  12.9879
443849009   1023.04   0.112   0.387   16.75   973.423   4.3   30.235   5624.38  14.6149
443849189   1023.37   0.115   0.384   16.771   974.331   4.3   29.775   5893.83  11.0494
443850846   1023.43   0.121   0.381   16.812   974.331   4.3   29.81   5904.39  13.8192
443850942   1023.36   0.093   0.379   16.75   974.331   4.3   29.852   5902.61  14.1802
443851127   1023.38   0.144   0.378   16.844   974.331   4.3   29.732   5893.38  13.797
443851314   1023.39   0.121   0.381   16.75   974.331   4.3   29.827   5892.87  14.4886
443851399   1023.42   0.115   0.38   16.812   974.331   4.3   29.811   5900.55  14.2109
443851489   1023.41   0.087   0.378   16.812   974.331   4.3   29.806   5898.31  14.0605
443851575   1023.35   0.094   0.385   16.771   974.331   4.3   29.826   5895.17  15.864
443851728   1023.54   0.084   0.383   16.771   974.331   4.3   29.828   5913.98  14.1354
443851913   1023.51   0.13   0.381   16.812   974.331   4.3   29.888   5878.16  14.1022
443852016   1023.56   0.118   0.379   16.75   974.331   4.3   29.865   5886.08  13.9391
443852206   1023.45   0.115   0.376   16.833   974.331   4.3   29.779   5887.11  14.1808
443852299   1023.46   0.12   0.385   16.833   974.331   4.3   29.673   5868.79  13.8931
443852393   1023.42   0.144   0.377   16.781   974.331   4.3   29.831   5881.74  15.1515
443852491   1023.42   0.119   0.382   16.854   974.331   4.3   29.827   5875.74  14.1348
443852577   1023.38   0.142   0.379   16.812   974.331   4.3   29.919   5883.45  13.9336
443852667   1023.38   0.088   0.38   16.781   974.331   4.3   29.93   5884.01  13.8336
443852761   1023.35   0.117   0.38   16.875   974.331   4.3   29.877   5875.47  15.2432
443852934   1023.43   0.141   0.383   16.775   974.331   4.3   29.953   5869.54  14.4592
443853111   1023.34   0.09   0.378   16.844   974.331   4.3   29.917   5865.28  14.5841
443853155   1023.35   0.092   0.383   16.812   974.331   4.3   29.942   5873.68  15.5688
443853283   1023.42   0.095   0.379   16.775   974.331   4.3   29.919   5868.79  13.9301
443853364   1023.25   0.176   0.38   16.812   974.331   4.3   29.805   5895.17  14.9346
443853934   1023.22   0.095   0.38   16.771   974.331   4.3   29.792   5882.63  15.132
443854122   1023.07   0.1   0.378   16.844   974.331   4.3   29.852   5890.78  14.1058
443854213   1023.15   0.107   0.381   16.781   974.331   4.3   29.932   5873.68  14.2527
443855035   1023.04   0.138   0.382   16.712   974.331   4.3   29.739   7725.09  15.2406
443855217   1023.04   0.095   0.383   16.781   974.331   4.3   29.778   6240.91  14.6652
443855311   1022.8   0.129   0.379   16.812   975.239   4.3   29.839   2891  14.5209
443855683   1022.89   0.075   0.381   16.812   975.239   4.3   29.831   2888.01  15.953
443855780   1022.78   0.103   0.378   16.844   975.239   4.3   29.778   2891  14.1466
443855875   1022.87   0.123   0.379   16.812   975.239   4.3   29.747   2858.76  15.4434
443856113   1022.78   0.104   0.38   16.844   975.239   4.3   29.742   2869.5  14.1869
443856207   1022.78   0.106   0.378   16.812   975.239   4.3   29.805   2897.2  13.5759
443856525   1022.71   0.111   0.383   16.812   975.239   4.3   29.793   2884.68  14.5555
443856686   1022.78   0.098   0.38   16.75   975.239   4.3   29.84   2891  15.9459
443856772   1022.78   0.112   0.381   16.844   975.239   4.3   29.846   2893.24  14.4721
443856863   1022.67   0.11   0.38   16.844   975.239   4.3   29.79   2877.57  15.0323
443856955   1022.71   0.091   0.378   16.812   974.331   4.3   29.61   2873.09  15.1468
443857043   1022.74   0.094   0.38   16.771   975.239   4.3   29.77   2895.89  14.9845
443857140   1022.67   0.121   0.38   16.792   975.239   4.3   29.784   2888.76  14.4423
443857228   1022.69   0.12   0.379   16.875   975.239   4.3   29.857   2886.52  13.7486
443857414   1022.54   0.14   0.38   16.781   975.239   4.3   29.892   2858.16  14.4145
443857606   1022.62   0.121   0.38   16.781   975.239   4.3   29.824   2872.19  14.4158
443857695   1022.55   0.1   0.383   16.875   975.239   4.3   29.839   2861.14  14.9285
443857792   1022.52   0.107   0.381   16.812   974.936   4.3   29.915   2893.24  15.034
443857889   1022.44   0.108   0.379   16.812   975.542   4.3   29.942   2908.91  14.8293
443857987   1022.41   0.128   0.382   16.781   975.239   4.3   29.839   2897.2  14.1324
443858078   1022.36   0.122   0.38   16.875   975.239   4.3   29.823   2887.42  14.7955
443858171   1022.45   0.104   0.381   16.875   975.239   4.3   29.775   2892.92  13.9347
443858270   1022.35   0.108   0.38   16.875   975.239   4.3   29.857   2885.63  15.2373
443858361   1022.33   0.109   0.379   16.781   974.694   4.3   29.845   2893.07  14.32
443858454   1022.38   0.137   0.381   16.875   975.109   4.3   29.798   2886.87  14.2638
443858553   1022.41   0.099   0.38   16.875   976.147   4.3   29.692   2899.06  14.6094
443858645   1022.44   0.093   0.38   16.875   975.239   4.3   29.885   2897.72  14.5882
443858733   1022.42   0.115   0.384   16.875   975.239   4.3   29.759   2881.23  14.6501
443858922   1022.44   0.1   0.378   16.875   974.331   4.3   29.871   2891  14.1541
443858989   1022.41   0.095   0.381   16.875   975.239   4.3   29.882   2899.4  16.2609
443859039   1022.34   0.117   0.379   16.75   975.239   4.3   29.951   2891  15.2803
443859253   1022.28   0.129   0.378   16.75   975.239   4.3   29.98   2896.97  14.6411
443859342   1022.29   0.122   0.38   16.837   975.239   4.3   29.891   2889.32  13.9681
443859473   1022.34   0.121   0.378   16.854   974.694   4.3   29.87   2888.93  14.9885
443859561   1022.28   0.135   0.382   16.792   975.421   4.3   29.889   2891  13.5596
443859647   1022.33   0.114   0.385   16.75   975.239   4.3   30.017   2891  14.1658
443859822   1022.29   0.075   0.379   16.812   975.421   4.3   29.917   2899.96  14.6532
443859993   1022.29   0.092   0.38   16.812   975.421   4.3   29.991   2899.06  14.15
443860085   1022.33   0.139   0.382   16.771   975.239   4.3   29.904   2893.44  14.4097
443860185   1022.33   0.114   0.379   16.812   975.239   4.3   29.904   2885.63  15.0064
443860288   1022.28   0.107   0.376   16.812   975.239   4.3   29.991   2882.04  14.797
443860426   1022.3   0.111   0.38   16.802   975.239   4.3   30.016   2891  15.9436
443860493   1022.29   0.11   0.381   16.75   975.239   4.3   29.954   2899.27  16.478
